Name,Tier,Class,Card Type,Mana Cost,Rarity,Set,Tribe/School,Mechanic
Vulgar Homunculus,League 4,Warlock,Minion,2,Common,Kobolds and Catacombs,"Demon, Imp","Battlecry, Deal Damage, Taunt"
Mechwarper,League 3,Neutral,Minion,2,Common,Goblins v Gnomes,Mech,Mana
Sinful Brand,League 5,Demon Hunter,Spell,2,Epic,Murder at Castle Nathria,None,Deal Damage
Cult Neophyte,League 2,Neutral,Minion,2,Rare,"Core, Scholomance Academy",None,"Battlecry, Disruption"
One-eyed Cheat,League 5,Rogue,Minion,2,Rare,Goblins v Gnomes,Pirate,Stealth
Lunar Eclipse,League 2,Druid,Spell,2,Common,"Core, Madness at the Darkmoon Faire",Arcane,"Deal Damage, Mana"
Spirit Mount,League 5,Shaman,Spell,2,Rare,Fractured in Alterac Valley,"Beast, Undead","Buff, Deathrattle, Spell Damage, Summon"
Twisted Knowledge,League 4,Warlock,Spell,2,Common,Descent of Dragons,Shadow,Discover
Vampiric Blood,League 2,Death Knight,Spell,2,Rare,March of the Lich king,"BloodRune, None","Corpse, Draw, Health"
Chaos Strike,League 3,Demon Hunter,Spell,2,Common,"Core, Legacy",Fel,
Costumed Entertainer,League 5,Neutral,Minion,2,Common,Madness at the Darkmoon Faire,None,"Battlecry, Buff"
Arcane Servant,League 5,Neutral,Minion,2,Common,Rise of Shadows,Elemental,
Talented Arcanist,League 2,Neutral,Minion,2,Common,Forged in the Barrens,None,"Battlecry, Spell Damage"
Frost Strike,League 3,Death Knight,Spell,2,Common,Core,"Frost, FrostRune","Deal Damage, Discover"
Bloodbound Imp,League 4,Warlock,Minion,2,Common,United in Stormwind,"Demon, Imp",Deal Damage
Convert,League 5,Priest,Spell,2,Rare,The Grand Tournament,None,Thief
Sparring Partner,League 5,Warrior,Minion,2,Rare,The Grand Tournament,None,"Battlecry, Discover, Taunt"
Primalfin Totem,League 5,Shaman,Minion,2,Rare,Journey to Un'goro,"Murloc, Totem",Summon
Spellzerker,League 5,Neutral,Minion,2,Common,Rastakhan's Rumble,None,Spell Damage
Unstable Ghoul,League 5,Neutral,Minion,2,Common,Curse of Naxxramas,None,Taunt
Dragon Breeder,League 5,Neutral,Minion,2,Rare,Descent of Dragons,"Dragon, None",Battlecry
Recombobulator,League 4,Neutral,Minion,2,Epic,Goblins v Gnomes,None,"Battlecry, Evolve"
Squashling,League 4,Priest,Minion,2,Common,The Witchwood,None,"Battlecry, Echo, Health"
Likkim,League 5,Shaman,Weapon,2,Rare,Rastakhan's Rumble,None,Overload
Rapid Fire,League 4,Hunter,Spell,2,Common,Rise of Shadows,None,Deal Damage
Dalaran Librarian,League 5,Neutral,Minion,2,Common,Rise of Shadows,None,"Battlecry, Silence"
Sir Finley of the Sands,League 3,Paladin,Minion,2,Legendary,Saviours of Uldum,Murloc,
Dark Transformation,League 2,Death Knight,Spell,2,Common,Path of Arthas,"Shadow, Undead, UnholyRune",Rush
Druid of the Swarm,League 5,Druid,Minion,2,Rare,Knights of the Frozen Throne,"Beast, None","Choose One, Poisonous, Taunt"
Demonfuse,League 5,Warlock,Spell,2,Common,The Grand Tournament,"Demon, Fel",Buff
Bone Flinger,League 3,Neutral,Minion,2,Common,March of the Lich king,Undead,"Battlecry, Deal Damage"
Rising Winds,League 5,Druid,Spell,2,Common,Descent of Dragons,"Beast, None","Choose One, Draw, Summon"
Bonedigger Geist,League 2,Death Knight,Minion,2,Rare,Core,"Undead, UnholyRune","Battlecry, Corpse"
Order in the Court,League 2,Paladin,Spell,2,Rare,Murder at Castle Nathria,None,
Clever Disguise,League 3,Rogue,Spell,2,Common,Saviours of Uldum,None,
Parachute Brigand,"League 3, Rogue League 2",Neutral,Minion,2,Common,Descent of Dragons,Pirate,Summon
Dire Wolf Alpha,League 5,Neutral,Minion,2,Common,Legacy,Beast,Buff
For Quel'Thalas!,League 3,Paladin,Spell,2,Rare,March of the Lich king,Holy,
Queensguard,League 4,Priest,Minion,2,Common,Voyage to the Sunken City,Naga,Battlecry
Kobold Hermit,League 4,Shaman,Minion,2,Common,Kobolds and Catacombs,"None, Totem","Battlecry, Summon"
Clawfury Adept,League 4,Druid,Minion,2,Common,Fractured in Alterac Valley,Beast,"Battlecry, Buff, Hero Attack"
Netherwalker,League 5,Demon Hunter,Minion,2,Common,Ashes of Outland,"Demon, None","Battlecry, Discover"
Gang Up,League 4,Rogue,Spell,2,Common,Blackrock Mountain,None,
Oasis Thrasher,League 5,Neutral,Minion,2,Common,Forged in the Barrens,Beast,Deal Damage
Demonfire,League 5,Warlock,Spell,2,Common,Legacy,"Demon, None","Buff, Deal Damage"
Defias Ringleader,League 5,Rogue,Minion,2,Common,Legacy,None,"Combo, Summon"
Maestra of the Masquerade,League 5,Rogue,Minion,2,Legendary,United in Stormwind,None,Thief
SI:7 Skulker,League 5,Neutral,Minion,2,Common,United in Stormwind,None,"Battlecry, Mana, Stealth"
Argent Watchman,League 5,Neutral,Minion,2,Rare,The Grand Tournament,None,Hero Power
Crystalsong Portal,League 5,Druid,Spell,2,Epic,Rise of Shadows,Nature,Discover
Riot!,League 5,Warrior,Spell,2,Epic,Murder at Castle Nathria,None,
Bracing Cold,League 3,Shaman,Spell,2,Rare,Fractured in Alterac Valley,Frost,
Auctionhouse Gavel,League 3,Shaman,Weapon,2,Rare,United in Stormwind,None,
Nofin's Imp-ossible,League 4,Warlock,Spell,2,Rare,March of the Lich king,"Demon, Imp, Murloc, None","Buff, Deathrattle, Summon"
Shadowform,League 5,Priest,Spell,2,Epic,Legacy,Shadow,"Deal Damage, Hero Power"
Underbelly Fence,League 3,Rogue,Minion,2,Rare,Rise of Shadows,None,
Castle Kennels,League 4,Hunter,Location,2,Rare,Murder at Castle Nathria,"Beast, None","Buff, Rush"
Plated Beetle,League 5,Neutral,Minion,2,Common,Kobolds and Catacombs,Beast,"Armor, Deathrattle"
Raven Familiar,League 4,Mage,Minion,2,Common,Kobolds and Catacombs,Beast,"Battlecry, Draw, Tutor"
Perjury,League 3,Rogue,Spell,2,Common,Murder at Castle Nathria,None,"Discover, Secret, Thief"
Plot Twist,League 4,Warlock,Spell,2,Rare,Rise of Shadows,None,Draw
Dragonmaw Sentinel,League 5,Priest,Minion,2,Rare,Ashes of Outland,"Dragon, None","Battlecry, Health"
Jeweled Scarab,League 5,Neutral,Minion,2,Common,League of Explorers,Beast,"Battlecry, Discover"
Amalgam of the Deep,League 2,Neutral,Minion,2,Epic,Voyage to the Sunken City,"Beast, Dragon, Mech, Murloc, Naga, Pirate, Quilboar, Undead","Battlecry, Discover"
Mo'arg Artificer,League 4,Neutral,Minion,2,Epic,Ashes of Outland,"Demon, Mech",
Eye of Shadow,Suspect Test,Demon Hunter,Minion,2,Epic,Festival of Legends,Demon,Health
Penance,League 2,Priest,Spell,2,Common,Saviours of Uldum,Holy,
Spirit of the Bat,League 5,Warlock,Minion,2,Rare,Rastakhan's Rumble,None,"Buff, Stealth"
Sword of the Fallen,League 3,Paladin,Weapon,2,Rare,Forged in the Barrens,None,"Hero Attack, Secret"
Incorporeal Corporal,League 3,Neutral,Minion,2,Common,March of the Lich king,Undead,
Scavenging Hyena,League 3,Hunter,Minion,2,Common,Legacy,Beast,
Kanrethad Ebonlocke,League 3,Warlock,Minion,2,Legendary,Ashes of Outland,"Demon, Mech",
Tooth of Nefarian,League 3,Rogue,Spell,2,Common,Fractured in Alterac Valley,None,
Netherspite Historian,League 4,Neutral,Minion,2,Common,One Night in Karazhan,"Dragon, None","Battlecry, Discover"
The Fires of Zin-Azshari,League 5,Warrior,Spell,2,Epic,Voyage to the Sunken City,Fire,
Shallow Grave,League 3,Warlock,Spell,2,Epic,March of the Lich king,None,
Wild Pyromancer,League 4,Neutral,Minion,2,Rare,Legacy,None,Deal Damage
Anima Extractor,League 3,Warrior,Minion,2,Common,Murder at Castle Nathria,None,
"Zayle, Shadow Cloak",Special,Neutral,Minion,2,Legendary,Rise of Shadows,None,
Baleful Banker,League 5,Neutral,Minion,2,Epic,The Witchwood,None,Battlecry
Roosting Gargoyle,League 5,Neutral,Minion,2,Common,Murder at Castle Nathria,"Beast, None","Battlecry, Buff"
Pressure Plate,League 4,Hunter,Spell,2,Common,Saviours of Uldum,None,"Removal, Secret"
Potionmaster Putricide,League 3,Rogue,Minion,2,Legendary,March of the Lich king,Undead,
Shimmering Tempest,League 5,Mage,Minion,2,Common,Journey to Un'goro,Elemental,Deathrattle
Sigil of Summoning,League 5,Demon Hunter,Spell,2,Rare,Forged in the Barrens,"Demon, Shadow","Sigil, Summon, Taunt"
Cryostasis,League 5,Shaman,Spell,2,Epic,Knights of the Frozen Throne,Frost,"Buff, Freeze"
Don't Feed the Animals,League 4,Hunter,Spell,2,Epic,Madness at the Darkmoon Faire,"Beast, None",Buff
Conditioning (Rank 1),League 4,Warrior,Spell,2,Rare,Forged in the Barrens,None,Buff
Hunting Mastiff,League 5,Hunter,Minion,2,Common,The Witchwood,Beast,"Echo, Rush"
Manafeeder Panthara,League 4,Neutral,Minion,2,Common,Scholomance Academy,Beast,"Battlecry, Draw, Hero Power"
Tortollan Forager,League 5,Druid,Minion,2,Common,Journey to Un'goro,None,Battlecry
Licensed Adventurer,"League 5, Mage League 2",Neutral,Minion,2,Rare,Descent of Dragons,None,"Battlecry, Quest"
Shadowboxer,League 5,Priest,Minion,2,Rare,Goblins v Gnomes,Mech,"Deal Damage, Health"
Lightforged Blessing,League 4,Paladin,Spell,2,Common,Rise of Shadows,Holy,Health
Commanding Shout,League 5,Warrior,Spell,2,Rare,Legacy,None,Draw
Tuskarrrr Trawler,League 4,Neutral,Minion,2,Common,Voyage to the Sunken City,Pirate,"Battlecry, Dredge"
Book of Specters,League 3,Mage,Spell,2,Epic,The Witchwood,Shadow,
Whirling Zap-o-matic,League 5,Shaman,Minion,2,Common,Goblins v Gnomes,Mech,Windfury
Gankster,League 5,Neutral,Minion,2,Common,Fractured in Alterac Valley,None,Stealth
Spellshifter,League 5,Neutral,Minion,2,Common,The Witchwood,None,Spell Damage
Serpent Ward,League 5,Neutral,Minion,2,Rare,Rastakhan's Rumble,Totem,Deal Damage
Rocket Boots,League 5,Warrior,Spell,2,Common,Boomsday Project,None,"Buff, Draw, Rush"
Acidic Swamp Ooze,League 3,Neutral,Minion,2,Common,Legacy,None,"Battlecry, Disruption"
Cathedral Gargoyle,League 5,Paladin,Minion,2,Epic,The Witchwood,"Dragon, Undead","Battlecry, Divine Shield, Taunt"
Captain's Parrot,League 4,Neutral,Minion,2,Epic,Legacy,"Beast, Pirate","Battlecry, Draw"
Frostbolt,League 4,Mage,Spell,2,Common,Legacy,Frost,"Deal Damage, Freeze"
Ice Walker,League 5,Mage,Minion,2,Rare,Knights of the Frozen Throne,Elemental,"Freeze, Hero Power"
Wandmaker,League 3,Neutral,Minion,2,Common,Scholomance Academy,None,Battlecry
Thrive in the Shadows,League 2,Priest,Spell,2,Rare,Core,Shadow,
Dun Baldar Bunker,League 3,Hunter,Spell,2,Rare,Fractured in Alterac Valley,None,"Draw, Secret"
Spark Engine,League 5,Neutral,Minion,2,Rare,Boomsday Project,Mech,"Battlecry, Rush"
Ancient Watcher,League 5,Neutral,Minion,2,Rare,Legacy,None,
Foxy Fraud,League 2,Rogue,Minion,2,Common,Madness at the Darkmoon Faire,None,
Conjured Arrow,League 3,Hunter,Spell,2,Rare,March of the Lich king,Arcane,
Rat Trap,League 4,Hunter,Spell,2,Epic,The Witchwood,"Beast, None","Secret, Summon"
Micro Machine,League 5,Neutral,Minion,2,Common,Goblins v Gnomes,Mech,
Crazed Alchemist,League 4,Neutral,Minion,2,Rare,Legacy,None,Battlecry
Fireworks Tech,League 4,Hunter,Minion,2,Rare,Boomsday Project,"Mech, None","Battlecry, Buff, Deathrattle"
Gadgetzan Ferryman,League 5,Rogue,Minion,2,Rare,Mean Streets of Gadgetzan,None,Combo
Bug Collector,League 5,Neutral,Minion,2,Common,Saviours of Uldum,"Beast, None","Battlecry, Rush, Summon"
Hematurge,League 2,Death Knight,Minion,2,Rare,Path of Arthas,"BloodRune, None","Battlecry, Corpse, Discover"
Lightwell,League 5,Priest,Minion,2,Rare,Legacy,None,Health
Forge of Souls,League 4,Warrior,Spell,2,Common,Knights of the Frozen Throne,None,"Draw, Weapon"
Shrinkmeister,League 5,Priest,Minion,2,Common,Goblins v Gnomes,None,"Battlecry, Removal"
Pursuit of Justice,League 4,Paladin,Spell,2,Epic,Legacy,"Holy, Silver Hand Recruit",Buff
Kotori Lightblade,League 3,Paladin,Minion,2,Legendary,Voyage to the Sunken City,"Holy, None",
Drywhisker Armorer,League 3,Warrior,Minion,2,Common,Kobolds and Catacombs,None,
Savage Striker,League 4,Druid,Minion,2,Common,Rastakhan's Rumble,None,"Battlecry, Deal Damage, Hero Attack"
Big Bad Voodoo,League 4,Shaman,Spell,2,Epic,Rastakhan's Rumble,Nature,"Buff, Deathrattle, Evolve"
Boneguard Lieutenant,League 5,Neutral,Minion,2,Common,The Grand Tournament,None,Hero Power
Fiery War Axe,"League 5, Suspect Test",Warrior,Weapon,2,Common,Legacy,None,
Cheaty Anklebiter,League 5,Neutral,Minion,2,Common,Rastakhan's Rumble,None,"Battlecry, Deal Damage, Health"
Shadow Ascendant,League 4,Priest,Minion,2,Common,"Core, Knights of the Frozen Throne",Undead,Buff
Icicle,League 5,Mage,Spell,2,Epic,Legacy,Frost,"Deal Damage, Freeze"
Hench-Clan Hogsteed,League 5,Neutral,Minion,2,Common,Rise of Shadows,"Beast, Murloc","Deathrattle, Rush, Summon"
Flame Juggler,League 5,Neutral,Minion,2,Common,The Grand Tournament,None,"Battlecry, Deal Damage"
Duskboar,League 5,Neutral,Minion,2,Common,Whispers of the Old Gods,Beast,
Imp Swarm (Rank 1),League 4,Warlock,Spell,2,Common,Forged in the Barrens,"Demon, Fel, Imp",Summon
Impending Catastrophe,League 3,Warlock,Spell,2,Epic,Murder at Castle Nathria,"Imp, Shadow",Draw
Imprisoned Scrap Imp,League 5,Warlock,Minion,2,Rare,Ashes of Outland,"Demon, Mech",Buff
Toxic Arrow,League 5,Hunter,Spell,2,Epic,Knights of the Frozen Throne,Nature,"Deal Damage, Poisonous"
Raj Naz'jan,League 4,Hunter,Minion,2,Legendary,Voyage to the Sunken City,Naga,Deal Damage
Hand of A'dal,League 3,Paladin,Spell,2,Common,"Ashes of Outland, Core",Holy,"Buff, Draw"
Harbor Scamp,League 3,Warrior,Minion,2,Common,United in Stormwind,Pirate,
Forged in Flame,League 3,Warrior,Spell,2,Common,Voyage to the Sunken City,Fire,
Auchenai Phantasm,League 5,Priest,Minion,2,Epic,Rastakhan's Rumble,Undead,"Battlecry, Deal Damage, Health"
Embrace the Shadow,League 4,Priest,Spell,2,Epic,Whispers of the Old Gods,Shadow,Deal Damage
Eternal Sentinel,League 5,Shaman,Minion,2,Epic,Whispers of the Old Gods,None,"Battlecry, Overload"
Umberwing,League 4,Demon Hunter,Weapon,2,Common,Demon Hunter Initiate,"Demon, None","Battlecry, Summon"
Witch's Brew,League 4,Shaman,Spell,2,Epic,Rise of Shadows,Nature,"Echo, Health"
Fresh Scent,League 5,Hunter,Spell,2,Common,Descent of Dragons,"Beast, None",Buff
Millhouse Manastorm,League 5,Neutral,Minion,2,Legendary,Legacy,None,Battlecry
Minefield,League 3,Warrior,Spell,2,Common,Madness at the Darkmoon Faire,None,
Warpath,League 3,Warrior,Spell,2,Common,The Witchwood,None,
Resurrect,League 2,Priest,Spell,2,Rare,Blackrock Mountain,Holy,
Wicked Stab (Rank 1),League 3,Rogue,Spell,2,Common,Forged in the Barrens,None,
Arson Accusation,League 3,Warlock,Spell,2,Common,Murder at Castle Nathria,Fire,
Gnomeferatu,League 3,Warlock,Minion,2,Epic,Knights of the Frozen Throne,Undead,
Shielded Minibot,League 4,Paladin,Minion,2,Common,Goblins v Gnomes,Mech,Divine Shield
Blood Matriarch Liadrin,League 3,Paladin,Minion,2,Legendary,March of the Lich king,None,
Imp-oster,League 5,Warlock,Minion,2,Common,Murder at Castle Nathria,"Demon, Imp",Battlecry
Bamboozle,League 5,Rogue,Spell,2,Epic,Ashes of Outland,None,Secret
Goblin Prank,League 5,Hunter,Spell,2,Epic,Boomsday Project,None,"Buff, Rush"
Tasty Flyfish,League 5,Neutral,Minion,2,Common,Descent of Dragons,"Dragon, Murloc","Buff, Deathrattle"
Twisted Worgen,League 5,Neutral,Minion,2,Common,Whispers of the Old Gods,None,Stealth
Pyros,League 5,Mage,Minion,2,Legendary,Journey to Un'goro,"Beast, Elemental",Deathrattle
Razorpetal Lasher,League 5,Rogue,Minion,2,Common,Journey to Un'goro,None,"Battlecry, Deal Damage"
Unholy Frienzy,League 3,Death Knight,Spell,2,Rare,Path of Arthas,"None, UnholyRune","Removal, Summon"
Conqueror's Banner,League 4,Warrior,Spell,2,Rare,Murder at Castle Nathria,None,Draw
Cheap Shot,League 5,Rogue,Spell,2,Common,The Witchwood,None,"Deal Damage, Echo"
Dirty Rat,League 3,Neutral,Minion,2,Epic,"Core, Mean Streets of Gadgetzan",None,"Disruption, Taunt"
Hidden Cache,League 5,Hunter,Spell,2,Rare,Mean Streets of Gadgetzan,None,"Buff, Secret"
Toxicologist,League 5,Neutral,Minion,2,Common,Boomsday Project,None,"Battlecry, Weapon"
Zephrys the Great,League 2,Neutral,Minion,2,Legendary,Saviours of Uldum,Elemental,"Battlecry, Discover, Highlander"
Friendly Bartender,League 5,Neutral,Minion,2,Common,Mean Streets of Gadgetzan,None,Health
Spitting Camel,League 5,Neutral,Minion,2,Common,Saviours of Uldum,Beast,Deal Damage
Seeds of Destruction,League 4,Warlock,Spell,2,Rare,Fractured in Alterac Valley,"Demon, Fel, Imp",Summon
Lost Spirit,League 5,Neutral,Minion,2,Common,The Witchwood,Undead,"Buff, Deathrattle"
Booty Bay Bookie,League 5,Neutral,Minion,2,Rare,Rastakhan's Rumble,None,Battlecry
Suspicious Peddler,League 5,Warlock,Minion,2,Rare,March of the Lich king,Undead,"Battlecry, Discover"
Guard the City,League 4,Warrior,Spell,2,Common,Voyage to the Sunken City,"Naga, None","Armor, Summon, Taunt"
Lab Recruiter,League 3,Rogue,Minion,2,Common,Boomsday Project,None,
Ship's Cannon,League 2,Neutral,Minion,2,Common,Goblins v Gnomes,"None, Pirate",Deal Damage
Battleworn Vanguard,League 4,Demon Hunter,Minion,2,Common,Fractured in Alterac Valley,"Demon, None","Hero Attack, Summon"
Holy Champion,League 5,Priest,Minion,2,Common,The Grand Tournament,None,Overheal
Flametongue Totem,League 2,Shaman,Minion,2,Common,"Core, Legacy",Totem,
Headhunter's Hatchet,League 5,Hunter,Weapon,2,Common,Rastakhan's Rumble,"Beast, None",Battlecry
Bibliomite,League 3,Demon Hunter,Minion,2,Common,Murder at Castle Nathria,None,
Betrayal,League 4,Rogue,Spell,2,Common,Legacy,None,Deal Damage
Dart Trap,League 4,Hunter,Spell,2,Common,League of Explorers,None,"Deal Damage, Secret"
Ironbark,League 4,Druid,Spell,2,Rare,Ashes of Outland,Nature,"Buff, Mana, Taunt"
Obliterate,League 2,Death Knight,Spell,2,Epic,Core,"BloodRune, None",Removal
In Formation!,League 5,Warrior,Spell,2,Common,Scholomance Academy,None,Taunt
Maze Guide,League 4,Neutral,Minion,2,Common,Murder at Castle Nathria,None,"Battlecry, Summon"
Moonlit Guidance,League 1,Druid,Spell,2,Rare,United in Stormwind,Arcane,"Discover, Draw"
Thoughtsteal,League 2,Priest,Spell,2,Common,Legacy,Shadow,
Crazed Wretch,League 3,Warrior,Minion,2,Common,Murder at Castle Nathria,None,
Violet Haze,League 5,Rogue,Spell,2,Common,Boomsday Project,Shadow,Deathrattle
Grievous Bite,League 4,Hunter,Spell,2,Common,Journey to Un'goro,None,Deal Damage
Injured Tol'vir,League 5,Neutral,Minion,2,Common,Saviours of Uldum,None,Taunt
Corrosive Breath,League 5,Hunter,Spell,2,Common,Descent of Dragons,"Dragon, Nature",Deal Damage
Darkshire Librarian,League 3,Warlock,Minion,2,Rare,Whispers of the Old Gods,None,
Sweeping Strikes,League 5,Warrior,Spell,2,Rare,Rise of Shadows,None,Buff
Gifts of Azshara,League 3,Mage,Spell,2,Rare,Voyage to the Sunken City,"Arcane, Naga",
Jackpot!,League 3,Rogue,Spell,2,Common,Voyage to the Sunken City,None,
Cat Trick,League 4,Hunter,Spell,2,Rare,"Core, One Night in Karazhan","Beast, None","Secret, Stealth, Summon"
Relic Vault,League 3,Demon Hunter,Location,2,Rare,Murder at Castle Nathria,None,Relic
Doomsayer,League 4,Neutral,Minion,2,Epic,"Core, Legacy",None,Removal
Corrupting Mist,League 4,Warlock,Spell,2,Rare,Journey to Un'goro,Shadow,Removal
Mysterious Visitor,League 3,Priest,Minion,2,Epic,Murder at Castle Nathria,None,
Skyvateer,League 4,Rogue,Minion,2,Common,Descent of Dragons,Pirate,"Deathrattle, Draw, Stealth"
Shenanigans,League 3,Rogue,Spell,2,Rare,Madness at the Darkmoon Faire,None,"Disruption, Secret"
Battlefield Necromancer,League 2,Death Knight,Minion,2,Common,Core,"None, Undead, UnholyRune","Corpse, Summon, Taunt"
Encumbered Pack Mule,League 3,Neutral,Minion,2,Rare,United in Stormwind,Beast,Taunt
Seal of Light,League 5,Paladin,Spell,2,Common,Goblins v Gnomes,Holy,"Health, Hero Attack"
Steel Beetle,League 5,Druid,Minion,2,Rare,Descent of Dragons,Beast,"Armor, Battlecry"
Sunreaver Spy,League 5,Neutral,Minion,2,Common,Rise of Shadows,None,"Battlecry, Secret"
Mana Wraith,League 5,Neutral,Minion,2,Rare,Legacy,None,Disruption
Apexis Smuggler,League 4,Mage,Minion,2,Epic,Ashes of Outland,None,"Discover, Secret"
Siphon Mana,League 3,Mage,Spell,2,Common,Fractured in Alterac Valley,Arcane,
Stormpike Quartermaster,League 5,Neutral,Minion,2,Common,Fractured in Alterac Valley,None,Buff
Volatile Elemental,League 5,Neutral,Minion,2,Common,Journey to Un'goro,Elemental,"Deal Damage, Deathrattle"
Research Project,League 2,Mage,Spell,2,Common,Boomsday Project,None,
Amani Berserker,League 5,Neutral,Minion,2,Common,Legacy,None,
Feign Death,League 5,Hunter,Spell,2,Epic,Goblins v Gnomes,None,Deathrattle
Ancient Mysteries,League 1,Mage,Spell,2,Common,Saviours of Uldum,Arcane,"Draw, Secret"
Blade Flurry,League 4,Rogue,Spell,2,Rare,Legacy,None,"Deal Damage, Weapon"
Ghoulish Alchemist,League 3,Rogue,Minion,2,Rare,March of the Lich king,Undead,
